Unnamed: 0,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Unnamed: 13
0.03464794643376185,1221,326,0.8974934783814419,205,2,275,96,513,557,659,13,5,5,
0.10394383930128556,2168,211,0.6257234086196196,188,3,270,17,829,496,893,2,8,21,
0.17323973216880928,1454,392,0.8295509609409863,202,3,268,325,652,462,1032,1,9,29,
0.24253562503633297,419,29,0.8465365903011002,186,12,267,11,954,387,1429,2,4,2,
0.3118315179038567,761,496,0.7785940728606446,186,4,266,38,856,383,1446,13,4,26,
0.3811274107713804,324,559,0.6087377792595057,189,24,265,11,709,371,1481,2,9,3,
0.4504233036389041,1200,74,1.0163928839022391,206,52,263,340,541,466,994,1,10,5,
0.5197191965064278,0,428,0.4218958562982529,177,58,262,82,926,474,932,13,9,13,
0.5890150893739515,709,562,0.15012578653643063,161,35,260,170,1039,315,1683,22,6,25,
0.6583109822414752,1288,471,0.5238096324589363,182,24,260,54,789,432,1183,13,9,29,
0.7276068751089989,204,439,0.8125653315808724,204,52,259,328,568,369,1475,1,7,28,
0.7969027679765226,1748,124,2.2393581978304393,24,31,257,307,496,459,998,1,55,28,
0.8661986608440464,1312,53,0.8125653315808724,193,5,255,12,759,524,686,13,6,13,
0.9354945537115701,1211,214,1.1522779187831504,212,14,252,310,616,453,996,1,67,5,
1.0047904465790938,968,365,0.7106515554201891,197,13,249,121,562,365,1423,13,67,3,
1.0740863394466176,1841,499,0.6936659260600752,191,52,247,10,686,407,1226,2,6,21,
1.1433822323141412,1556,75,0.6427090379797336,193,44,245,43,641,530,626,13,63,21,
1.212678125181665,1124,100,0.8635222196612141,199,12,244,271,766,460,913,1,63,2,
1.2819740180491885,565,444,1.5089761353455422,8,25,243,320,578,277,8,1,67,24,
1.3512699109167123,1845,321,1.865674351907934,15,27,242,303,506,428,1091,1,67,4,
1.420565803784236,1327,165,1.5769186527859977,216,15,241,19,545,490,762,13,4,28,
1.4898616966517597,268,528,0.26902519205722786,169,24,239,11,911,395,1233,20,5,21,
1.5591575895192835,1681,394,0.5747665205392779,183,52,236,21,760,363,1363,2,5,26,
1.628453482386807,1486,345,0.5747665205392779,188,24,233,33,651,426,1034,13,63,2,
1.697749375254331,1249,310,1.5089761353455422,13,21,233,283,451,521,603,1,59,28,
-1.697749375254331,289,88,0.4558671150184807,181,44,232,12,767,577,463,2,3,21,
-1.628453482386807,1,520,0.4558671150184807,178,35,231,99,792,382,1255,25,63,24,
-1.5591575895192835,2201,510,0.7955797022207586,192,5,230,336,714,443,925,1,4,2,
-1.4898616966517597,1097,544,1.2711773243039477,207,12,226,343,602,287,1671,1,67,29,
-1.420565803784236,553,493,0.5407952618190501,178,52,225,30,819,300,1622,2,7,24,
-1.3512699109167123,1337,236,0.28601082141734174,170,24,224,61,876,485,717,13,5,24,
-1.2819740180491885,1508,401,3.0546684071159063,53,21,222,240,150,313,1568,1,2,8,
-1.212678125181665,1475,535,0.9654359958218974,199,4,220,8,604,336,1453,2,3,25,
-1.1433822323141412,1435,550,1.0843354013426947,201,6,219,63,599,239,30,20,46,25,
-1.0740863394466176,920,212,2.2223725684703255,24,31,218,249,425,323,1494,1,35,29,
-1.0047904465790938,1183,447,0.9654359958218974,197,15,216,298,750,376,1192,1,67,26,
-0.9354945537115701,2254,30,1.3221342123842894,216,10,215,298,443,361,1271,1,35,24,
-0.8661986608440464,2264,550,0.3029964507774557,170,24,211,62,850,253,1713,13,4,25,
-0.7969027679765226,963,562,-0.0027448777045944043,147,44,210,108,1096,330,1406,27,55,13,
-0.7276068751089989,965,398,0.35395333885779734,174,13,208,20,765,396,1053,2,6,21,
-0.6583109822414752,398,322,0.8974934783814419,201,58,208,137,499,388,1105,13,46,28,
-0.5890150893739515,1980,265,2.188401309750098,20,23,206,298,347,346,1301,1,24,28,
